#fuzzer,benchmark,driver,run,execs_done,fuzz_time
aflplusplus,openssl_7_2,asn1parse,0,409874,596
aflplusplus,openssl_7_2,asn1parse,3,472999,596
aflplusplus,openssl_7_2,asn1parse,1,472437,595
aflplusplus,openssl_7_2,asn1parse,8,472142,596
aflplusplus,openssl_7_2,asn1parse,6,470341,596
aflplusplus,openssl_7_2,asn1parse,9,460684,596
aflplusplus,openssl_7_2,asn1parse,2,479641,596
aflplusplus,openssl_7_2,asn1parse,5,447308,596
aflplusplus,openssl_7_2,asn1parse,7,461483,596
aflplusplus,openssl_7_2,asn1parse,4,463829,596
aflplusplus,openssl_4_4,server,0,43870,465
aflplusplus,openssl_4_4,server,3,41664,462
aflplusplus,openssl_4_4,server,1,37943,465
aflplusplus,openssl_4_4,server,8,37620,461
aflplusplus,openssl_4_4,server,6,44015,460
aflplusplus,openssl_4_4,server,9,39553,456
aflplusplus,openssl_4_4,server,2,43261,463
aflplusplus,openssl_4_4,server,5,41523,458
aflplusplus,openssl_4_4,server,7,44726,461
aflplusplus,openssl_4_4,server,4,43573,459
aflplusplus,php_15_2,exif,0,135144,586
aflplusplus,php_15_2,exif,3,134220,586
aflplusplus,php_15_2,exif,1,135209,586
aflplusplus,php_15_2,exif,8,133433,586
aflplusplus,php_15_2,exif,6,133830,586
aflplusplus,php_15_2,exif,9,133758,586
aflplusplus,php_15_2,exif,2,133769,586
aflplusplus,php_15_2,exif,5,134419,586
aflplusplus,php_15_2,exif,7,133455,586
aflplusplus,php_15_2,exif,4,133742,586
aflplusplus,openssl_6_6,x509,0,375600,572
aflplusplus,openssl_6_6,x509,3,370549,572
aflplusplus,openssl_6_6,x509,1,388509,573
aflplusplus,openssl_6_6,x509,8,373531,572
aflplusplus,openssl_6_6,x509,6,375658,572
aflplusplus,openssl_6_6,x509,9,375369,572
aflplusplus,openssl_6_6,x509,2,379881,572
aflplusplus,openssl_6_6,x509,5,385365,572
aflplusplus,openssl_6_6,x509,7,322093,570
aflplusplus,openssl_6_6,x509,4,380913,572
aflplusplus,libtiff_10_1,tiff_read_rgba_fuzzer,0,200900,530
aflplusplus,libtiff_10_1,tiff_read_rgba_fuzzer,3,227293,530
aflplusplus,libtiff_10_1,tiff_read_rgba_fuzzer,1,128219,530
aflplusplus,libtiff_10_1,tiff_read_rgba_fuzzer,8,610778,524
aflplusplus,libtiff_10_1,tiff_read_rgba_fuzzer,6,646758,519
aflplusplus,libtiff_10_1,tiff_read_rgba_fuzzer,9,270010,528
aflplusplus,libtiff_10_1,tiff_read_rgba_fuzzer,2,420479,530
aflplusplus,libtiff_10_1,tiff_read_rgba_fuzzer,5,616233,520
aflplusplus,libtiff_10_1,tiff_read_rgba_fuzzer,7,562952,528
aflplusplus,libtiff_10_1,tiff_read_rgba_fuzzer,4,370251,519
aflplusplus,php_6_2,exif,0,137598,586
aflplusplus,php_6_2,exif,3,135926,586
aflplusplus,php_6_2,exif,1,136417,586
aflplusplus,php_6_2,exif,8,135955,586
aflplusplus,php_6_2,exif,6,136440,586
aflplusplus,php_6_2,exif,9,136296,586
aflplusplus,php_6_2,exif,2,137513,586
aflplusplus,php_6_2,exif,5,137455,586
aflplusplus,php_6_2,exif,7,137248,586
aflplusplus,php_6_2,exif,4,137226,586
aflplusplus,libxml2_16_1,libxml2_xml_reader_for_file_fuzzer,0,337275,399
aflplusplus,libxml2_16_1,libxml2_xml_reader_for_file_fuzzer,3,332805,408
aflplusplus,libxml2_16_1,libxml2_xml_reader_for_file_fuzzer,1,360131,403
aflplusplus,libxml2_16_1,libxml2_xml_reader_for_file_fuzzer,8,323903,403
aflplusplus,libxml2_16_1,libxml2_xml_reader_for_file_fuzzer,6,320346,400
aflplusplus,libxml2_16_1,libxml2_xml_reader_for_file_fuzzer,9,358106,405
aflplusplus,libxml2_16_1,libxml2_xml_reader_for_file_fuzzer,2,331751,400
aflplusplus,libxml2_16_1,libxml2_xml_reader_for_file_fuzzer,5,292615,401
aflplusplus,libxml2_16_1,libxml2_xml_reader_for_file_fuzzer,7,334991,400
aflplusplus,libxml2_16_1,libxml2_xml_reader_for_file_fuzzer,4,359901,401
aflplusplus,openssl_17_2,asn1parse,0,483633,596
aflplusplus,openssl_17_2,asn1parse,3,484701,596
aflplusplus,openssl_17_2,asn1parse,1,483649,596
aflplusplus,openssl_17_2,asn1parse,8,476369,596
aflplusplus,openssl_17_2,asn1parse,6,507831,596
aflplusplus,openssl_17_2,asn1parse,9,479939,595
aflplusplus,openssl_17_2,asn1parse,2,509014,596
aflplusplus,openssl_17_2,asn1parse,5,498958,596
aflplusplus,openssl_17_2,asn1parse,7,509147,596
aflplusplus,openssl_17_2,asn1parse,4,488408,596
aflplusplus,openssl_10_5,client,0,93690,471
aflplusplus,openssl_10_5,client,3,93878,472
aflplusplus,openssl_10_5,client,1,94243,471
aflplusplus,openssl_10_5,client,8,92102,465
aflplusplus,openssl_10_5,client,6,93159,471
aflplusplus,openssl_10_5,client,9,92420,464
aflplusplus,openssl_10_5,client,2,93835,472
aflplusplus,openssl_10_5,client,5,93486,471
aflplusplus,openssl_10_5,client,7,93983,471
aflplusplus,openssl_10_5,client,4,93839,471
aflplusplus,openssl_5_1,asn1,0,76188,468
aflplusplus,openssl_5_1,asn1,3,58810,469
aflplusplus,openssl_5_1,asn1,1,76121,469
aflplusplus,openssl_5_1,asn1,8,60477,469
aflplusplus,openssl_5_1,asn1,6,75052,469
aflplusplus,openssl_5_1,asn1,9,70462,465
aflplusplus,openssl_5_1,asn1,2,77789,467
aflplusplus,openssl_5_1,asn1,5,71486,469
aflplusplus,openssl_5_1,asn1,7,76193,468
aflplusplus,openssl_5_1,asn1,4,72349,465
aflplusplus,openssl_13_2,asn1parse,0,507714,596
aflplusplus,openssl_13_2,asn1parse,3,508948,596
aflplusplus,openssl_13_2,asn1parse,1,511672,596
aflplusplus,openssl_13_2,asn1parse,8,510457,596
aflplusplus,openssl_13_2,asn1parse,6,508485,596
aflplusplus,openssl_13_2,asn1parse,9,508921,596
aflplusplus,openssl_13_2,asn1parse,2,515088,596
aflplusplus,openssl_13_2,asn1parse,5,515838,596
aflplusplus,openssl_13_2,asn1parse,7,505375,596
aflplusplus,openssl_13_2,asn1parse,4,513199,596
aflplusplus,libxml2_16_2,libxml2_xml_read_memory_fuzzer,0,593873,539
aflplusplus,libxml2_16_2,libxml2_xml_read_memory_fuzzer,3,634759,531
aflplusplus,libxml2_16_2,libxml2_xml_read_memory_fuzzer,1,619866,540
aflplusplus,libxml2_16_2,libxml2_xml_read_memory_fuzzer,8,648032,534
aflplusplus,libxml2_16_2,libxml2_xml_read_memory_fuzzer,6,646125,533
aflplusplus,libxml2_16_2,libxml2_xml_read_memory_fuzzer,9,626529,532
aflplusplus,libxml2_16_2,libxml2_xml_read_memory_fuzzer,2,629698,535
aflplusplus,libxml2_16_2,libxml2_xml_read_memory_fuzzer,5,629604,533
aflplusplus,libxml2_16_2,libxml2_xml_read_memory_fuzzer,7,634053,530
aflplusplus,libxml2_16_2,libxml2_xml_read_memory_fuzzer,4,627054,535
aflplusplus,libtiff_6_1,tiff_read_rgba_fuzzer,0,663456,511
aflplusplus,libtiff_6_1,tiff_read_rgba_fuzzer,3,613831,520
aflplusplus,libtiff_6_1,tiff_read_rgba_fuzzer,1,431469,511
aflplusplus,libtiff_6_1,tiff_read_rgba_fuzzer,8,98872,510
aflplusplus,libtiff_6_1,tiff_read_rgba_fuzzer,6,496169,511
aflplusplus,libtiff_6_1,tiff_read_rgba_fuzzer,9,257170,530
aflplusplus,libtiff_6_1,tiff_read_rgba_fuzzer,2,725264,521
aflplusplus,libtiff_6_1,tiff_read_rgba_fuzzer,5,676521,520
aflplusplus,libtiff_6_1,tiff_read_rgba_fuzzer,7,421590,530
aflplusplus,libtiff_6_1,tiff_read_rgba_fuzzer,4,698475,520
aflplusplus,openssl_7_4,server,0,40058,461
aflplusplus,openssl_7_4,server,3,40237,461
aflplusplus,openssl_7_4,server,1,41323,461
aflplusplus,openssl_7_4,server,8,28339,454
aflplusplus,openssl_7_4,server,6,37557,455
aflplusplus,openssl_7_4,server,9,38977,452
aflplusplus,openssl_7_4,server,2,41055,460
aflplusplus,openssl_7_4,server,5,40733,461
aflplusplus,openssl_7_4,server,7,40564,455
aflplusplus,openssl_7_4,server,4,41310,460
aflplusplus,libtiff_7_1,tiff_read_rgba_fuzzer,0,533306,470
aflplusplus,libtiff_7_1,tiff_read_rgba_fuzzer,3,81815,500
aflplusplus,libtiff_7_1,tiff_read_rgba_fuzzer,1,575105,470
aflplusplus,libtiff_7_1,tiff_read_rgba_fuzzer,8,430019,499
aflplusplus,libtiff_7_1,tiff_read_rgba_fuzzer,6,566353,464
aflplusplus,libtiff_7_1,tiff_read_rgba_fuzzer,9,628353,509
aflplusplus,libtiff_7_1,tiff_read_rgba_fuzzer,2,645196,499
aflplusplus,libtiff_7_1,tiff_read_rgba_fuzzer,5,491091,500
aflplusplus,libtiff_7_1,tiff_read_rgba_fuzzer,7,543276,500
aflplusplus,libtiff_7_1,tiff_read_rgba_fuzzer,4,633267,499
aflplusplus,sqlite3_20_1,sqlite3_fuzz,0,3674,0
aflplusplus,sqlite3_20_1,sqlite3_fuzz,3,3749,0
aflplusplus,sqlite3_20_1,sqlite3_fuzz,1,3559,0
aflplusplus,sqlite3_20_1,sqlite3_fuzz,8,3689,0
aflplusplus,sqlite3_20_1,sqlite3_fuzz,6,3929,0
aflplusplus,sqlite3_20_1,sqlite3_fuzz,9,3944,0
aflplusplus,sqlite3_20_1,sqlite3_fuzz,2,3595,0
aflplusplus,sqlite3_20_1,sqlite3_fuzz,5,3717,0
aflplusplus,sqlite3_20_1,sqlite3_fuzz,7,3747,0
aflplusplus,sqlite3_20_1,sqlite3_fuzz,4,2640,0
aflplusplus,openssl_17_4,server,0,43899,465
aflplusplus,openssl_17_4,server,3,44418,466
aflplusplus,openssl_17_4,server,1,43573,465
aflplusplus,openssl_17_4,server,8,45168,461
aflplusplus,openssl_17_4,server,6,45072,463
aflplusplus,openssl_17_4,server,9,43408,460
aflplusplus,openssl_17_4,server,2,43822,466
aflplusplus,openssl_17_4,server,5,44489,460
aflplusplus,openssl_17_4,server,7,41372,462
aflplusplus,openssl_17_4,server,4,43255,463
aflplusplus,openssl_6_5,client,0,96098,497
aflplusplus,openssl_6_5,client,3,97238,497
aflplusplus,openssl_6_5,client,1,97395,497
aflplusplus,openssl_6_5,client,8,94126,488
aflplusplus,openssl_6_5,client,6,95357,488
aflplusplus,openssl_6_5,client,9,95249,488
aflplusplus,openssl_6_5,client,2,96930,497
aflplusplus,openssl_6_5,client,5,95114,494
aflplusplus,openssl_6_5,client,7,94700,488
aflplusplus,openssl_6_5,client,4,95209,494
aflplusplus,sqlite3_18_1,sqlite3_fuzz,0,3482,0
aflplusplus,sqlite3_18_1,sqlite3_fuzz,3,3504,0
aflplusplus,sqlite3_18_1,sqlite3_fuzz,1,3614,0
aflplusplus,sqlite3_18_1,sqlite3_fuzz,8,2574,0
aflplusplus,sqlite3_18_1,sqlite3_fuzz,6,3534,0
aflplusplus,sqlite3_18_1,sqlite3_fuzz,9,3502,0
aflplusplus,sqlite3_18_1,sqlite3_fuzz,2,2549,0
aflplusplus,sqlite3_18_1,sqlite3_fuzz,5,3512,0
aflplusplus,sqlite3_18_1,sqlite3_fuzz,7,3532,0
aflplusplus,sqlite3_18_1,sqlite3_fuzz,4,3564,0
aflplusplus,openssl_16_6,x509,0,352486,572
aflplusplus,openssl_16_6,x509,3,331858,570
